Time,Wavenumber
2024-07-18 18:02:06.080886,12856.3196
2024-07-18 18:02:06.180886,12856.3196
2024-07-18 18:02:06.280886,12856.31959
2024-07-18 18:02:06.380886,12856.3196
2024-07-18 18:02:06.480886,12856.3196
2024-07-18 18:02:06.580886,12856.3196
2024-07-18 18:02:06.680886,12856.3196
